year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2023,Peaceful protest,Protesters only,Gelderland,Harderwijk,AD,"On 29 June 2023, an unknown number of people, at the initiative of Committee Animals Need Help (Comite Dierennoodhulp), protested in front of the slaughterhouse Ipekci in Harderwijk (Gelderland) against the slaughter of goats, sheep and bulls for the Feast of Sacrifice.",crowd size=no report,5.6202,52.3507
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 1 July 2023, dozens of people held a protest march in Amsterdam (Noord-Holland), to demand the payment of reparations by the Dutch government to the descendants of enslaved people.",crowd size=dozens,4.8985,52.371
2023,Peaceful protest,Protesters only,Zeeland,Borssele,Omroep Zeeland,"On 1 July 2023, an unknown number of people protested outside the nuclear plant in Borssele (Zeeland), against government plans to reopen this plant. Protesters cited environmental concerns about nuclear energy. Among the protesters were members of XR and the action group Stroom naar de Toekomst.",crowd size=no report,3.7378,51.4248
2023,Peaceful protest,Protesters only,Gelderland,Apeldoorn,Extinction Rebellion,"On 3 July 2023, an unknown number of XR activists protested in front of the tax authority's office in Apeldoorn (Gelderland), to demand an end to Dutch government subsidies on fossil fuels. Protesters temporarily blocked the entrance to the office.",crowd size=no report,5.9635,52.2143
2023,Peaceful protest,Protesters only,Friesland,Holwerd,Omrop Fryslan,"On 3 July 2023, about 50 activists of XR and the action group De Luchtfietsers held a 'die-in' protest in Holwerd (Friesland), to demand more attention for climate change.",crowd size=about 50,5.9072,53.3682
2023,Peaceful protest,Protesters only,Overijssel,Hardenberg,AD,"On 3 July 2023, dozens of farmers with 70 tractors protested in Hardenberg (Overijssel) to demand the Christian Democratic Appeal representatives to leave the cabinet as an agreement related to agriculture fell.",crowd size=dozens,6.6187,52.5766
2023,Peaceful protest,Protesters only,Noord-Brabant,Breda,AD,"On 3 July 2023, six XR activists staged a protest and did a die-in action in Breda (Noord-Brabant) to draw attention to the global environmental problems.",crowd size=six,4.7797,51.589
2023,Peaceful protest,Protesters only,Overijssel,Marienheem,RTV Oost,"On 5 July 2023, an unknown number of people protested in Marienheem (Overijssel), against the motorway passing through the village, causing risks to crossing children, and against the cancellation of government plans to construct a road bypassing the village. An alderman was present at the protest.",crowd size=no report,6.322,52.3813
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 5 July 2023, an unknown number of people protested in Rotterdam (Zuid-Holland), against the abolishment of certain tramway lines in the city, citing the impact this would have for elderly people. Among the protesters were councilors from the GreenLeft, SP, and PvdA parties, and employees of the city's public transport service.",crowd size=no report,4.4604,51.9214
2023,Peaceful protest,Protesters only,Gelderland,Apeldoorn,AD; FNV,"On 6 July 2023, about 100 employees of a municipal sheltered employment firm occupied the town hall in Apeldoorn (Gelderland), to demand a wage increase in response to inflation. The protest action was organized by labor union FNV and the CNV was present too.",crowd size=about 100,5.9635,52.2143
2023,Peaceful protest,Protesters only,Groningen,Groningen,RTL Nieuws,"On 6 July 2023, about 50 people held a protest march in Groningen (Groningen), against 'rape culture', the sexual abuse of women, and the performance of German metal band Rammstein in Groningen that evening, after the band's lead singer had been accused of sexual abuse by multiple women.",crowd size=about 50,6.5667,53.2192
2023,Peaceful protest,Protesters only,Zuid-Holland,Dordrecht,RTV Rijnmond,"On 8 July 2023, dozens of people protested in Dordrecht (Netherlands), against the water pollution caused by a chemical plant in the area. Among the protesters was an MEP for the PvdA party.",crowd size=dozens,4.6781,51.7963
2023,Peaceful protest,Protesters only,Flevoland,Almere,Extinction Rebellion; Omroep Flevoland,"On 8 July 2023, an unknown number of Extinction Rebellion activists staged a protest outside an office of the bank ING in Almere (Flevoland), against the financing by ING of the fossil fuel industry.",crowd size=no report,5.2144,52.3672
2023,Peaceful protest,Protesters only,Gelderland,Arnhem,Extinction Rebellion; Gelderlander,"On 8 July 2023, about 20 Extinction Rebellion activists staged a protest outside an office of the bank ING in Arnhem (Gelderland), against the financing by ING of the fossil fuel industry.",crowd size=about 20,5.9149,51.9815
2023,Peaceful protest,Protesters only,Gelderland,Nijmegen,AD,"On 8 July 2023, more than 200 people participated to the Witch Night in Nijmegen (Gelderland), a march against street harassment, such as name-calling or groping.",crowd size=more than 200,5.8528,51.8425
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 11 July 2023, 230 people protested in Rotterdam (Zuid-Holland), against the construction of a bridge in a natural area. The protest was organized by the action groep Actieoverleg Oeververbinding, and attended by councilors of the parties PvdA, SP, BIJ1, Volt, and PvdD.",crowd size=230,4.4604,51.9214
2023,Peaceful protest,Protesters only,Noord-Holland,Haarlem,Extinction Rebellion,"On 11 July 2023, an unknown number of Extinction Rebellion activists protested in front of the provincial government in Haarlem (Noord-Holland), to demand the closure of the Tata steel plant in IJmuiden (Noord-Holland), citing concerns over pollution caused by the factory.",crowd size=no report,4.6376,52.3869
2023,Peaceful protest,Protesters only,Zuid-Holland,Voorburg,Westonline,"On 11 July 2023, about 80 people protested in Voorburg (Zuid-Holland), against the construction of a bungalow park in nature and recreation area. Among the protesters were members of Environmental Defence.",crowd size=about 80,4.3559,52.0703
2023,Peaceful protest,Protesters only,Overijssel,Almelo,RTV Oost,"On 13 July 2023, an unknown number of volunteers and horse riders associated with a horse-riding school for people with disabilities protested in Almelo (Overijssel), to demand more municipal funding for their riding school.",crowd size=no report,6.6646,52.3567
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,AD; Extinction Rebellion,"On 15 July 2023, about 10 Extinction Rebellion activists protested in front of an office of the bank ING in Utrecht (Utrecht), against ING's investments in fossil fuel companies.",crowd size=about 10,5.1128,52.0871
2023,Peaceful protest,Protesters only,Noord-Holland,Zaandam,Extinction Rebellion; ZaanstadNieuws.nl,"On 15 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Zaandam (Noord-Holland), against ING's investments in fossil fuel companies.",crowd size=no report,4.8292,52.4428
2023,Peaceful protest,Protesters only,Gelderland,Doetinchem,AD,"On 15 July 2023, a dozen XR activists protested in front of the ING bank in Doetinchem (Gelderland) to denounce their activities financing the fossil fuel industry.",crowd size=a dozen,6.2893,51.9658
2023,Peaceful protest,Protesters only,Overijssel,Albergen,De Telegraaf,"On 18 July 2023, an unknown number of people assembled in front of the town hall of Tubbergen in Albergen to denounce the planned arrival of 150 migrants to an asylum center in the town.",crowd size=no report,6.7641,52.3703
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,AD,"On 18 July 2023, about ten people protested in front of the court in Den Bosch (Noord-Brabant) to show their support to Alex S. who was sentenced for helping people commit suicide with the deadly Middel X. According to the protesters, everyone should be able to decide their own death.",crowd size=about ten,5.3064,51.6879
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,Omrop Fryslan,"On 20 July 2023, around 50 people staged a protest in Leeuwarden to raise awareness about the living conditions of the group of refugees residing in the local Heliconstate asylum center.",crowd size=around 50,5.7925,53.1929
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 20 July 2023, an unknown number of Amnesty International members protested in Den Haag (Zuid-Holland) against the Iranian regime, in particular regarding the situation of women and of corruption.",crowd size=no report,4.3128,52.0795
2023,Protest with intervention,State forces-Protesters,Zuid-Holland,Maasvlakte Rotterdam,AD; RTV Rijnmond,"On 21 July 2023, around 40 XR activists staged a protest action at a coal company in the Port of Rotterdam on the Tweede Maasvlakte in Maasvlakte Rotterdam (Zuid-Holland), blocking the train tracks, to demand a halt to coal exploitation. Police forces arrested 13 activists who were chained to the tracks.",crowd size=around 40,4.0461,51.953
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 21 July 2023, in the afternoon, a group of Extinction Rebellion activists also staged a protest in front of the World Port Center in the city center of Rotterdam, where the Port of Rotterdam company is headquartered, to call for a halt to coal exploitation.",crowd size=no report,4.4604,51.9214
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 22 July 2023, at the call of Queer Amsterdam, a few thousand people participated in a Pride march in Amsterdam (Noord-Holland), to demand equal rights for members of the LGBTQ+ community worldwide.",crowd size=a few thousand,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,Extinction Rebellion,"On 22 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Den Bosch (Noord-Brabant), against ING's investment in and business with fossil fuel companies.",crowd size=no report,5.3064,51.6879
2023,Peaceful protest,Protesters only,Utrecht,Amersfoort,Extinction Rebellion,"On 22 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Amersfoort (Utrecht), against ING's investment in and business with fossil fuel companies.",crowd size=no report,5.3888,52.1565
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 22 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Amsterdam (Noord-Holland), against ING's investment in and business with fossil fuel companies.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Holland,Haarlem,Extinction Rebellion,"On 22 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Haarlem (Noord-Holland), against ING's investment in and business with fossil fuel companies.",crowd size=no report,4.6376,52.3869
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 22 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Utrecht (Utrecht), against ING's investment in and business with fossil fuel companies.",crowd size=no report,5.1128,52.0871
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Extinction Rebellion,"On 22 July 2023, an unknown number of Extinction Rebellion activists protested in front of an office of the bank ING in Den Haag (Zuid-Holland), against ING's investment in and business with fossil fuel companies.",crowd size=no report,4.3128,52.0795
2023,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,ND - Nederlands Dagblad,"On 22 July 2023, three Extinction Rebellion activists protested in front of the Dutch prime minister's office in Den Haag (Zuid-Holland), to demand governmental action to combat climate change and to mark that there were only five years left to have a chance of limiting global warming to 1.5 degrees. Police removed the protesters from the site.",crowd size=three,4.3128,52.0795
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,AD,"On 26 July 2023, dozens of skaters protested in Rotterdam (Zuid-Holland) against the banning of the Wednesday Night Skate by the city.",crowd size=dozens,4.4604,51.9214
2023,Peaceful protest,Protesters only,Utrecht,Amersfoort,RTV Utrecht,"On 27 July 2023, an unknown number of people participated in a Pride march in Amersfoort (Utrecht), to demand equal rights for members of the LGBTQ+ community worldwide.",crowd size=no report,5.3888,52.1565
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Amsterdam to denounce the ING bank's greenwashing practices.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Gelderland,Arnhem,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Arnhem to denounce the ING bank's greenwashing practices.",crowd size=no report,5.9149,51.9815
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Den Bosch to denounce the ING bank's greenwashing practices.",crowd size=no report,5.3064,51.6879
2023,Peaceful protest,Protesters only,Zuid-Holland,Leiden,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Leiden to denounce the ING bank's greenwashing practices.",crowd size=no report,4.4841,52.159
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Rotterdam to denounce the ING bank's greenwashing practices.",crowd size=no report,4.4604,51.9214
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Utrecht to denounce the ING bank's greenwashing practices.",crowd size=no report,5.1128,52.0871
2023,Peaceful protest,Protesters only,Noord-Holland,Zaandam,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Zaandam to denounce the ING bank's greenwashing practices.",crowd size=no report,4.8292,52.4428
2023,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,AD; Extinction Rebellion,"On 29 July 2023, eight activists of Extinction Rebellion staged a protest in Den Haag (Zuid-Holland) to denounce the ING bank's greenwashing practices. Police removed four activists who refused to move out of the bank.",crowd size=eight,4.3128,52.0795
2023,Peaceful protest,Protesters only,Gelderland,Nijmegen,Extinction Rebellion,"On 29 July 2023, an unknown number of activists of Extinction Rebellion staged a protest in Nijmegen to denounce the ING bank's greenwashing practices.",crowd size=no report,5.8528,51.8425
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 30 July 2023, around 100 people, most of them Jewish, staged a protest action on the Jonas Daniel Meijer Square in Amsterdam to denounce the Israeli Netanyahu government's policies, claiming it undermines Israel's democracy.",crowd size=around 100,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 1 August 2023, an unknown number of people participated to a Hetero Pride in Den Haag (Zuid-Holland) to denounce the excessive character of the Pride organized in Amsterdam and to claim a party for heterosexuals. A gay couple was present to support the initiative.",crowd size=no report,4.3128,52.0795
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 2 August 2023, an unknown number of people assembled in the Oosterpark in Amsterdam, where the TransPride protest and celebration week was kickstarted to celebrate sexual diversity and against homo- and transphobia.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Kaatsheuvel,Omroep Brabant,"On 5 August 2023, 3 activists of the Vegan Strike Group staged a protest action at the Efteling amusement park in Kaatsheuvel (Noord-Brabant), disturbing a horse show in the Ravelijn fairground site to denounce animal use and abuse for entertainment purposes.",crowd size=3,5.0329,51.6589
2023,Protest with intervention,State forces-Protesters,Groningen,Groningen,112 Groningen; AD,"On 5 August 2023, about twenty Extinction Rebellion activists staged a protest action at the ING headquarters in Groningen (Groningen), where six of them glued and attached themselves to the sidewalk in front of the entrance, to denounce the bank's investments in fossil fuels. Police forces cut the protesters loose and removed them from the site.",crowd size=about twenty,6.5667,53.2192
2023,Peaceful protest,Protesters only,Noord-Holland,Alkmaar,Extinction Rebellion,"On 5 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank facility in Alkmaar (Noord-Holland) to denounce the bank's investments in fossil fuels.",crowd size=no report,4.7475,52.6331
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 5 August 2023, around 15 Extinction Rebellion activists staged a protest action in an ING bank facility in Amsterdam Oost (Noord-Holland), occupying the building, to denounce the bank's investments in fossil fuels.",crowd size=around 15,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,Extinction Rebellion,"On 5 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank facility in Den Bosch (Noord-Brabant) to denounce the bank's investments in fossil fuels.",crowd size=no report,5.3064,51.6879
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,Extinction Rebellion,"On 5 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank facility in Leeuwarden (Friesland) to denounce the bank's investments in fossil fuels.",crowd size=no report,5.7925,53.1929
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,Extinction Rebellion,"On 5 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank facility in Utrecht (Utrecht) to denounce the bank's investments in fossil fuels.",crowd size=no report,5.1128,52.0871
2023,Peaceful protest,Protesters only,Noord-Brabant,Volkel,Omroep Brabant,"On 7 August 2023, around 60 peace activists staged a protest outside the military airbase in Volkel (Noord-Brabant) to denounce the alleged presence of American nuclear weapons on the site, in the context of the 78-year commemorations of the atomic bomb attack on Hiroshima.",crowd size=around 60,5.6547,51.6439
2023,Protest with intervention,State forces-Protesters,Noord-Brabant,Volkel,Omroep Brabant,"On 7 August 2023, between 50-60 peace activists, including German and US citizens, penetrated the military airbase facility in Volkel (Noord-Brabant) after blocking the tarmac, denouncing the alleged presence of American nuclear weapons on the site. The action took place in the context of the 78-year commemorations of the atomic bomb attack on Hiroshima. Ten activists were arrested.",crowd size=between 50-60,5.6547,51.6439
2023,Peaceful protest,Protesters only,Drenthe,Assen,Extinction Rebellion,"On 7 August 2023, an unknown number of Extinction Rebellion activists staged a die-in protest action at the Drents Museum in Assen (Drenthe) to raise awareness about climate change.",crowd size=no report,6.5623,52.9937
2023,Peaceful protest,Protesters only,Zuid-Holland,Gouda,Extinction Rebellion,"On 7 August 2023, around 40 Extinction Rebellion activists staged a die-in protest action in Gouda (Zuid-Holland) to raise awareness about climate change.",crowd size=around 40,4.7107,52.011
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,RTV Oost,"On 7 August 2023, around 10 Extinction Rebellion activists staged a die-in protest action in front of the Province House in Leeuwarden (Friesland) to raise awareness about climate change.",crowd size=around 10,5.7925,53.1929
2023,Peaceful protest,Protesters only,Overijssel,Zwolle,RTV Oost,"On 7 August 2023, around 20 Extinction Rebellion activists staged a die-in protest action in Zwolle (Overijssel) to raise awareness about climate change.",crowd size=around 20,6.0974,52.5062
2023,Protest with intervention,State forces-Protesters,Noord-Brabant,Volkel,AD; Omroep Brabant,"On 9 August 2023, around 40 activists demonstrated at the military airbase in Volkel (Noord-Brabant) by holding a picnic and one minute of silence. They then made an attempt to penetrate the facility by digging a hole under the fence, to denounce the alleged presence of American nuclear weapons on the site. The action took place in the context of the 78-year commemorations of the atomic bomb attack on Hiroshima. Around 15 activists were arrested.",crowd size=around 40,5.6547,51.6439
2023,Peaceful protest,Protesters only,Noord-Brabant,Uden,AD; Omroep Brabant,"On 10 August 2023, between 100 and 300 people assembled in front of the town hall of Uden (Noord-Brabant) against the planned establishment of an asylum center at the local Van der Valk Hotel. FVD council member Janco Bethlehem as well as FVD parliament member Pepijn van Houwelingen were present and made speeches at the demonstration, as well as PVV Senator Alexander van Hattem.",crowd size=between 100 and 300,5.6161,51.6591
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,AD,"On 10 August 2023, Ukrainian refugees protested at Unilever's headquarters in Rotterdam (Zuid-Holland), urging the company to cease operations in Russia, which they claim indirectly funds the war in Ukraine.",crowd size=no report,4.4604,51.9214
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 11 August 2023, an unknown number of queer Extinction Rebellion activists staged a protest action during the Pride celebrations in Amsterdam (Noord-Holland), blocking the course of a boat to raise awareness about the condition of LGBTQ people in the context of the climate crisis.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Alphen aan den Rijn,AD,"On 11 August 2023, members of the Socialist Party (SP), including SP-nestor Gerard Harmes and councilor Iris van de Kolk, protested outside Alrijne Hospital in Alphen aan den Rijn (Zuid-Holland) against the postponement of around 350 surgeries due to disputes with insurers over reimbursements. The protest aimed to mobilize support for regional healthcare and criticize the current health insurance system.",crowd size=no report,4.6558,52.1314
2023,Peaceful protest,Protesters only,Flevoland,Almere,Extinction Rebellion,"On 12 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Almere, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,5.2144,52.3672
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 12 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Amsterdam, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,Extinction Rebellion,"On 12 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Den Bosch, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,5.3064,51.6879
2023,Peaceful protest,Protesters only,Gelderland,Doetinchem,Extinction Rebellion,"On 12 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Doetinchem, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,6.2893,51.9658
2023,Peaceful protest,Protesters only,Zuid-Holland,Leiden,Extinction Rebellion,"On 12 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Leiden, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,4.4841,52.159
2023,Peaceful protest,Protesters only,Overijssel,Kampen,AD,"On 12 August 2023, about 25 young footballers and parents protested at the city hall in the Brunnepe neighborhood of Kampen (Overijssel) against the closure of the Cruyff Court, a football field shut down by the municipality due to noise complaints. They hung banners and started a petition collecting nearly 300 signatures to reopen the field.",crowd size=about 25,5.885,52.5764
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,AD,"On 13 August 2023, squatters occupied five houses on Croeselaan, Utrecht (Utrecht), protesting their demolition amid a housing crisis, coinciding with a housing demonstration of about 100 participants that marched from Jaarbeursplein to Woonin's headquarters. Police temporarily secured the area but announced no immediate eviction.",crowd size=about 100,5.1128,52.0871
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Hart van Nederland,"On 15 August 2023, around 50 municipal workers under the VNG settlement staged a protest action on the parking lot of the VNG headquarters in Den Haag to demand better labor conditions.",crowd size=around 50,4.3128,52.0795
2023,Violent demonstration,State forces-Rioters,Zuid-Holland,Den Haag,Regio15,"On 18 August 2023, an unknown number of people, including members of the Muslim community, assembled at the Turkish embassy in Den Haag, where the PEGIDA NL leader was about to burn a Quran book, to denounce his action and the lack of response against it by the authorities. When he eventually tore the book to pieces, the demonstrators tried to approach the man, which resulted in clashes with the surveilling police forces.",crowd size=no report,4.3128,52.0795
2023,Violent demonstration,State forces-Rioters,Zuid-Holland,Den Haag,AD; Gelderlander; ND - Nederlands Dagblad,"On 18 August 2023, Dutch PEGIDA leader Edwin Wagensveld and two more PEGIDA activists demonstrated in front of the Turkish embassy in Den Haag (Zuid-Holland), tearing apart a Quran book to denounce the alleged Islamization of the West, and to oppose Turkish involvement in domestic politics. About 100 counterdemonstrators were present, who threw stones at the PEGIDA activists. Some of the counterdemonstrators also broke through the police cordon. For safety reasons, Wagensveld had to hide behind a police post, and the police had to use batons to prevent counterdemonstrators from reaching him. Wagensveld was wearing a shirt with the quote 'Islam not an inch better than Nazism' for which he was convicted in November 2023, for group insult.",crowd size=about 103,4.3128,52.0795
2023,Protest with intervention,State forces-Protesters,Gelderland,Nijmegen,Gelderlander,"On 18 August 2023, three Extinction Rebellion activists chained themselves to a pillar inside the ING bank office on Molenstraat, Nijmegen (Gelderland), to protest ING's financing of the fossil fuel industry. About 10 more demonstrators protested outside the building. The Mobile Unit removed the activists by cutting through lock-ons and steel bands before arresting all three.",crowd size=about thirteen,5.8528,51.8425
2023,Protest with intervention,State forces-Protesters,Gelderland,Arnhem,Extinction Rebellion; Gelderlander,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office at the corner of the Jansstraat and the Willemsplein in Arnhem (Gelderland), in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels. The activists chained themselves to the building. At 16:30 the police intervened, cutting their chains loose and ending the demonstration.",crowd size=no report,5.9149,51.9815
2023,Protest with intervention,Protesters-External/Other forces,Groningen,Groningen,AD; Dagblad Van Het Noorden,"On 19 August 2023, about sixty activists of Scientist Rebellion, Extinction Rebellion and Fossil Free NL staged a protest action in the Forum in Groningen (Groningen) against the planned oil exploitation off the Dutch coast by the oil company ONE-Dyas. Right after the action began, private security forces intervened to end the protest, during which a protest banner was torn by one of the security agents.",crowd size=about sixty,6.5667,53.2192
2023,Protest with intervention,State forces-Protesters,Noord-Holland,Zandvoort,AD; Hart van Nederland,"On 19 August 2023, 16 activists of Extinction Rebellion blocked access to the race track in Zandvoort (Noord-Holland) to denounce the environmental impact of car races during the Dutch Grand Prix the following week. Ten protesters were arrested when police forces arrived at the protest site.",crowd size=16,4.5301,52.3721
2023,Peaceful protest,Protesters only,Overijssel,Zwolle,AD; RTV Oost,"On 19 August 2023, three Extinction Rebellion activists staged a protest action at an ING bank office in Zwolle (Overijssel), in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=three,6.0974,52.5062
2023,Peaceful protest,Protesters only,Noord-Holland,Alkmaar,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Alkmaar, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,4.7475,52.6331
2023,Peaceful protest,Protesters only,Utrecht,Amersfoort,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Amersfoort, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,5.3888,52.1565
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Amsterdam, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Gouda,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Gouda (Noord-Holland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,4.7107,52.011
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Utrecht, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,5.1128,52.0871
2023,Peaceful protest,Protesters only,Noord-Holland,Zaandam,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Zaandam, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,4.8292,52.4428
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Extinction Rebellion,"On 19 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Den Haag, in the context of the group's Hot ING Summer Tour to denounce the bank's continuing investments in fossil fuels.",crowd size=no report,4.3128,52.0795
2023,Peaceful protest,Protesters only,Gelderland,Nijmegen,AD,"On 21 August 2023, anti-fascist demonstrators protested against the right-wing student organization called the Greater Dutch Student Association (GNSV: Groot-Nederlandse Studentenvereniging) at the Radboud University introduction market in Nijmegen (Gelderland). The protesters, holding a megaphone, chanted slogans like 'No fascism now, no fascism ever' to show their opposition to GNSV's presence at the university.",crowd size=no report,5.8528,51.8425
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 23 August 2023, a handful of entrepreneurs from around the Dam neighborhood assembled on the Dam in Amsterdam to denounce the garbage problem in their neighborhood.",crowd size=a handful,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Gouda,AD,"On 24 August 2023, about 20 Extinction Rebellion activists protested outside the ING bank office on Wijdstraat in Gouda (Zuid-Holland), against ING's investments in oil and gas. A black substance, symbolizing oil, was poured over others seated on a tarp. The demonstration aimed to inform employees, customers, and passersby about ING's alleged role in exacerbating the climate crisis.",crowd size=about 20,4.7107,52.011
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,ND - Nederlands Dagblad,"On 25 August 2023, around 25 international students, who migrated from Ukraine to the Netherlands due to the war, staged a protest in front of the Ministry of Justice and Security in Den Haag to denounce the end of their status as a Ukrainian refugee from September onwards.",crowd size=around 25,4.3128,52.0795
